PRODUCT_FULL_SEGMENTS_NUMBER,PRODUCT_NAME,PRODUCT_PACKAGE_DESCRIPTION,ITEM_NET_WEIGHT,COMPANY_COUNTRY,STATE,ONHANDQTY,EXPIREDQTY,BLOCKEDQTY,INTRANSITQTY,ONPOQTY,SOOTHER,POOTHER,SUPPLYOP,Q_SO,Q_SB,N30D_SO,TOTAL_DEMAND,ITEM_GROUP,STOCKINGTYPE,INVENTORYTYPE,VENDOR_NAME,LOCAL_PRODUCTMANAGER_NAME,PRODUCT_PRINCIPAL_NAME,INVENTORY_OWNERSHIP,BUYER_NAME,COO,LEADTIME,SHELFLIFE,MIN_DAYS,MAX_DAYS,IDEAL_PIPELINE,LEADTIMELEVEL,SHELFLIFEDAYS,MOQ,PALLET_SIZE,UNITSPERCONTAINER,H_ADU,FCST_TOTAL,UNITCOST,PERCENTAGE,F_ADU,SOH_DC,INTRANSIT_DC,ONPO_DC,NAT_SOH_DC,NAT_INTRANSIT_DC,NAT_ONPO_DC,ROW_NET_POSITION,NAT_NET_POSITION,NAT_PIPELINE_DC,ROW_PIPELINE_DC,RAW_ORDER_QTY,ORDER_QTY,ORDER_DC,STOCK_STATUS,ORDER_AMOUNT,OVERSTOCK_VALUE
442566ALR,ELVALOY 4170,25 kg bag,25.0,New Zealand,NZ,9525.000,0.000,25.000,0.000,51250.000,0.000,0.000,51250.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,M,DOW CHEMICAL PACIFIC (SINGAPORE) PTE LTD ,"WINWOOD, CHARLOTTE",DOW INC,62125 - NZ Advanced Materials AM,VIJAYA PAWAR,US,120.00000,999.00000,30,60,180,120,999,21250.000,,1,421.73,815.33,9.88,1.00,815.33,11.65,0.00,62.86,11.65,0.00,62.86,60750.000,60750.000,74.51,74.51,48919.80,48925.0,60.01,Stockout Risk,483379.0,0.00
4410180VR,INFINEUM R646,19500 kg ISOTANK (BLC),1.0,Australia,VIC,136450.000,0.000,0.000,39350.000,39000.000,0.000,0.000,78350.000,19700.000,0.000,19700.000,19700.000,N1 - Non hazardous/Non dangerous,S,M,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,NL,104.00000,365.00000,30,60,164,104,365,19500.000,,1,941.42,809.73,4.63,1.00,809.73,144.18,48.60,48.16,144.18,48.60,48.16,195100.000,195100.000,240.94,240.94,0.00,0.0,0.0,Overstock,0.0,400923.40
307004QBR,INFINEUM SV603,bulk,1.0,Australia,VIC,0.000,0.000,0.000,54730.000,18500.000,0.000,0.000,73230.000,92500.000,0.000,0.000,92500.000,D1 - Dangerous & hazardous product,S,M,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,BE,60.00000,720.00000,30,60,120,60,720,19000.000,,1,818.22,803.27,5.99,1.00,803.27,0.00,68.13,23.03,0.00,68.13,23.03,-19270.000,-19270.000,91.16,91.16,0.00,0.0,0.0,Healthy,0.0,0.00
260945AIR,FRUTAFIT HD,20 kg bag,20.0,Australia,VIC,6480.000,0.000,0.000,20000.000,0.000,0.000,0.000,20000.000,9640.000,0.000,8440.000,9640.000,N1 - Non hazardous/Non dangerous,S,A,COSUN INGREDIENTS B.V. ,GWENDOLINE CROTHERS,ROYAL COSUN,61123 - AU Food - Nutrition F&N,"HAN, THIRI",NL,120.00000,1825.00000,30,60,180,120,1825,1780.000,50.0000,1,195.55,788.12,4.77,0.37,288.09,-6.80,69.42,0.00,51.01,58.37,20.28,16840.000,54680.000,129.66,62.62,17285.40,17300.0,60.05,Low Stock,82521.0,0.00
260945AIR,FRUTAFIT HD,20 kg bag,20.0,Australia,NSW,44360.000,0.000,20.000,6000.000,14000.000,18000.000,0.000,20000.000,29000.000,18000.000,8000.000,47000.000,N1 - Non hazardous/Non dangerous,S,A,COSUN INGREDIENTS B.V. ,GWENDOLINE CROTHERS,ROYAL COSUN,61123 - AU Food - Nutrition F&N,"HAN, THIRI",NL,120.00000,1825.00000,30,60,180,120,1825,1780.000,50.0000,1,167.51,788.12,3.86,0.31,246.78,147.26,24.31,56.73,51.01,58.37,20.28,17340.000,54680.000,129.66,228.30,0.00,0.0,0.0,Low Stock,0.0,0.00
260945AIR,FRUTAFIT HD,20 kg bag,20.0,Australia,QLD,13320.000,0.000,0.000,20000.000,0.000,0.000,0.000,20000.000,13600.000,0.000,6300.000,13600.000,N1 - Non hazardous/Non dangerous,S,A,COSUN INGREDIENTS B.V. ,GWENDOLINE CROTHERS,ROYAL COSUN,61123 - AU Food - Nutrition F&N,"HAN, THIRI",NL,120.00000,1825.00000,30,60,180,120,1825,1780.000,50.0000,1,84.30,788.12,5.09,0.16,124.19,56.53,161.04,0.00,51.01,58.37,20.28,19720.000,54680.000,129.66,217.57,0.00,0.0,0.0,Low Stock,0.0,0.00
260945AIR,FRUTAFIT HD,20 kg bag,20.0,Australia,WA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,A,COSUN INGREDIENTS B.V. ,GWENDOLINE CROTHERS,ROYAL COSUN,61123 - AU Food - Nutrition F&N,"HAN, THIRI",NL,120.00000,1825.00000,30,60,180,120,1825,0.000,50.0000,1,46.17,788.12,5.25,0.09,68.02,0.00,0.00,0.00,51.01,58.37,20.28,0.000,54680.000,129.66,0.00,4081.20,4100.0,60.28,Low Stock,21525.0,0.00
260945AIR,FRUTAFIT HD,20 kg bag,20.0,Australia,SA,1980.000,0.000,0.000,0.000,1980.000,0.000,0.000,1980.000,3180.000,0.000,3180.000,3180.000,N1 - Non hazardous/Non dangerous,S,A,COSUN INGREDIENTS B.V. ,GWENDOLINE CROTHERS,ROYAL COSUN,61123 - AU Food - Nutrition F&N,"HAN, THIRI",NL,120.00000,1825.00000,30,60,180,120,1825,1780.000,50.0000,1,41.43,788.12,5.15,0.08,61.04,-19.66,0.00,32.44,51.01,58.37,20.28,780.000,54680.000,129.66,12.78,3662.40,3680.0,60.29,Low Stock,18952.0,0.00
4397720VR,INFINEUM D3503,19500 kg ISOTANK (BLC),1.0,Australia,VIC,0.000,0.000,0.000,0.000,39000.000,0.000,0.000,39000.000,19000.000,0.000,0.000,38000.000,D2 - Hazardous but NOT dangerous,S,C,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,SG,35.00000,720.00000,0,0,0,35,720,19500.000,,1,973.74,769.83,7.33,1.00,769.83,0.00,0.00,50.66,0.00,0.00,50.66,20000.000,20000.000,50.66,50.66,0.00,0.0,0.0,Overstock,0.0,146600.00
4400160VR,ALSET-13,1000 litre IBC,1360.0,Australia,QLD,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,I,DGL MANUFACTURING PTY LTD ,"ELAURIA, ARWIN",HARDMAN CHEMICALS PTY LTD,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",AU,30.00000,360.00000,0,0,0,30,360,7000.000,,1,123.29,767.81,,1.00,767.81,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,,0.00
4400160VR,ALSET-13,1000 litre IBC,1360.0,Australia,NSW,1000.000,1000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,I,DGL MANUFACTURING PTY LTD ,"ELAURIA, ARWIN",HARDMAN CHEMICALS PTY LTD,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",AU,30.00000,360.00000,0,0,0,30,360,7000.000,,1,0.00,767.81,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
441076AIR,RICE STARCH GZ-1000,20 kg bag,20.0,Australia,VIC,15360.000,0.000,0.000,61440.000,46080.000,0.000,0.000,107520.000,123080.000,0.000,77000.000,123080.000,N1 - Non hazardous/Non dangerous,S,B,STARCH PRODUCTS CO. LTD ,TANYA HARVEY,STARCH PRODUCTS CO ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",TH,75.00000,365.00000,30,60,135,75,365,5600.000,,1,963.13,760.80,3.02,0.93,707.09,-87.17,86.89,65.17,-77.92,80.76,60.57,-200.000,-3280.000,63.41,64.89,42425.40,42440.0,60.02,Stockout Risk,128168.8,0.00
441076AIR,RICE STARCH GZ-1000,20 kg bag,20.0,Australia,NSW,2960.000,40.000,0.000,0.000,0.000,5440.000,0.000,0.000,560.000,5440.000,560.000,6000.000,N1 - Non hazardous/Non dangerous,S,B,STARCH PRODUCTS CO. LTD ,TANYA HARVEY,STARCH PRODUCTS CO ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",TH,75.00000,365.00000,30,60,135,75,365,5600.000,,1,68.47,760.80,2.04,0.07,50.27,46.95,0.00,0.00,-77.92,80.76,60.57,-3080.000,-3280.000,63.41,46.95,3016.20,5600.0,111.4,Stockout Risk,11424.0,0.00
441076AIR,RICE STARCH GZ-1000,20 kg bag,20.0,Australia,QLD,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,B,STARCH PRODUCTS CO. LTD ,TANYA HARVEY,STARCH PRODUCTS CO ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",TH,75.00000,365.00000,30,60,135,75,365,5600.000,,1,4.69,760.80,,0.00,3.44,0.00,0.00,0.00,-77.92,80.76,60.57,0.000,-3280.000,63.41,0.00,206.40,5600.0,1627.91,Stockout Risk,,0.00
438479QBP,DISSOLVINE D50,bulk,1.0,Australia,VIC,22480.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22480.000,0.000,22480.000,22480.000,D1 - Dangerous & hazardous product,S,F,"NOURYON CHEMICALS(NINGBO)CO.,LTD ",SONYA ATKINSON,NOURYON ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,90.00000,730.00000,0,0,0,90,730,6136.000,,1,745.42,759.18,2.54,1.00,759.18,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
4407500VR,HYDROCHLORIC ACID (BTEX FREE),1000 litre IBC,1000.0,Australia,QLD,34000.000,0.000,0.000,0.000,0.000,36000.000,0.000,0.000,0.000,36000.000,0.000,36000.000,D1 - Dangerous & hazardous product,S,C,COOGEE QCA PTY LTD ,SONYA ATKINSON,COOGEE QCA PTY LTD,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",AU,15.00000,730.00000,0,0,0,15,730,7000.000,,1,821.62,741.14,0.79,1.00,741.14,45.88,0.00,0.00,45.88,0.00,0.00,-2000.000,-2000.000,45.88,45.88,2000.00,7000.0,9.44,Low Stock,5530.0,0.00
461016RWR,INFINEUM D3504L,187 KG drum,187.0,Australia,VIC,46563.000,0.000,0.000,2992.000,0.000,0.000,0.000,2992.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,M,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,SG,35.00000,730.00000,30,60,95,35,730,187.000,,1,512.68,728.10,9.12,0.96,699.95,66.52,4.27,0.00,63.95,4.11,0.00,49555.000,49555.000,68.06,70.79,0.00,0.0,0.0,Healthy,0.0,0.00
461016RWR,INFINEUM D3504L,187 KG drum,187.0,Australia,QLD,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,M,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,SG,35.00000,730.00000,30,60,95,35,730,187.000,,1,20.62,728.10,8.33,0.04,28.15,0.00,0.00,0.00,63.95,4.11,0.00,0.000,49555.000,68.06,0.00,1689.00,1870.0,66.43,Healthy,15577.1,0.00
337914ALR,PASELLI BC,25 kg bag,25.0,Australia,VIC,8350.000,0.000,0.000,35000.000,0.000,0.000,0.000,35000.000,40000.000,0.000,12000.000,40000.000,N1 - Non hazardous/Non dangerous,S,A,COOPERATIE KONINKLIJKE AVEBE U.A. ,GWENDOLINE CROTHERS,AVEBE ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",NL,150.00000,1460.00000,30,60,210,150,1460,875.000,,1,395.25,724.26,3.49,0.56,403.55,-9.04,86.73,0.00,40.73,51.95,29.00,3350.000,40525.000,121.68,77.69,24213.00,24225.0,60.03,Stockout Risk,84545.25,0.00
337914ALR,PASELLI BC,25 kg bag,25.0,Australia,NSW,43700.000,0.000,950.000,2625.000,21000.000,16000.000,0.000,23625.000,13200.000,16000.000,9600.000,29200.000,N1 - Non hazardous/Non dangerous,S,A,COOPERATIE KONINKLIJKE AVEBE U.A. ,GWENDOLINE CROTHERS,AVEBE ,61123 - AU Food - Nutrition F&N,"HAN, THIRI",NL,150.00000,1460.00000,30,60,210,150,1460,875.000,,1,314.11,724.26,3.06,0.44,320.71,103.36,8.18,65.48,40.73,51.95,29.00,37175.000,40525.000,121.68,177.02,10577.02,10600.0,33.05,Stockout Risk,32436.0,0.00
440995BPR,PIALITE 515 PIA 102,300 kg big bag,300.0,Australia,VIC,9000.000,0.000,0.000,52800.000,52800.000,0.000,0.000,105600.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,S,M,PT PERLITE INDONESIA ABADI ,"BARKACHI, JOSEPH",PT. PERLITE INDONESIA ABADI ,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",ID,90.00000,999.00000,30,60,150,90,999,300.000,,1,562.35,714.21,1.26,1.00,714.21,12.60,73.93,73.93,12.60,73.93,73.93,114600.000,114600.000,160.46,160.46,0.00,0.0,0.0,Healthy,0.0,0.00
438546AIR,MODIFIED STARCH PREPARATION,20 kg bag,20.0,New Zealand,NZ,22840.000,0.000,20.000,24000.000,48000.000,89980.000,0.000,72000.000,4800.000,41980.000,4800.000,94780.000,N1 - Non hazardous/Non dangerous,S,C,STARCH PRODUCTS CO. LTD ,TANYA HARVEY,STARCH PRODUCTS CO ,62123 - NZ Food - Nutrition F&N,"HAN, THIRI",TH,75.00000,365.00000,0,0,0,75,365,5240.000,,1,707.56,709.99,2.23,1.00,709.99,25.38,33.80,67.61,25.38,33.80,67.61,48040.000,48040.000,126.79,126.79,0.00,0.0,0.0,Overstock,0.0,107129.20
4394160VPRAY,PROPYLENE GLYCOL USP/EP (THAI),1000 kg IBC,1000.0,New Zealand,NZ,73000.000,0.000,0.000,36000.000,18000.000,106000.000,0.000,54000.000,3000.000,70000.000,3000.000,109000.000,N1 - Non hazardous/Non dangerous,S,A,DOW CHEMICAL (NZ) LIMITED ,"GUIRADO-LOPEZ, DAVID",DOW INC,62121 - NZ Home Care I&I HC,"MICHALIK, KYAN",TH,90.00000,730.00000,30,60,150,90,730,18000.000,,1,341.27,697.20,3.75,1.00,697.20,100.40,51.64,25.82,100.40,51.64,25.82,54000.000,54000.000,177.86,177.86,0.00,0.0,0.0,Healthy,0.0,0.00
4414071VR,ELITE 5400G ENHANCED POLYETHYLENE RESIN,SEABULK CONTAINER,1.0,Australia,VIC,33170.000,0.000,0.000,0.000,85000.000,0.000,0.000,85000.000,16570.000,0.000,16570.000,16570.000,N1 - Non hazardous/Non dangerous,S,M,DOW CHEMICAL (AUSTRALIA) PTY LTD ,NEIL CLIFFORD,DOW INC,61125 - AU Advanced Materials AM,VIJAYA PAWAR,TH,75.00000,1095.00000,30,60,135,75,1095,4.000,,1,861.07,675.55,2.89,1.00,675.55,24.57,0.00,125.82,24.57,0.00,125.82,101600.000,101600.000,150.39,150.39,0.00,0.0,0.0,Healthy,0.0,0.00
366361B2RANTI-STAT,MINEX 4,400 kg anti-stat big bag,400.0,Australia,VIC,54400.000,0.000,0.000,0.000,88000.000,0.000,0.000,88000.000,45200.000,0.000,4800.000,45200.000,N1 - Non hazardous/Non dangerous,S,M,COVIA CANADA LTD ,"DE LANGE, CHRISTO",COVIA CORP ,61122 - AU Coatings-Constructions C&C,"MICHALIK, KYAN",CA,120.00000,999.00000,30,60,180,120,999,5600.000,,1,765.30,670.05,1.08,1.00,670.05,74.02,0.00,131.33,74.02,0.00,131.33,97200.000,97200.000,205.35,205.35,0.00,0.0,0.0,Healthy,0.0,0.00
461079QBR,INFINEUM P5960,Bulk Item,19500.0,Australia,VIC,0.000,0.000,0.000,19610.000,39000.000,0.000,0.000,58610.000,58500.000,0.000,19500.000,58500.000,D2 - Hazardous but NOT dangerous,S,M,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,SG,35.00000,730.00000,30,60,95,35,730,19500.000,,1,745.93,653.73,7.39,1.00,653.73,-29.83,30.00,59.66,-29.83,30.00,59.66,110.000,110.000,59.83,59.83,22991.68,39000.0,59.66,Low Stock,288210.0,0.00
1818291VR,INFINEUM P6003,19500 kg iso tank,19500.0,Australia,VIC,19770.000,0.000,0.000,19560.000,19500.000,0.000,0.000,39060.000,58770.000,0.000,19500.000,58770.000,D2 - Hazardous but NOT dangerous,S,M,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,SG,35.00000,720.00000,30,60,95,35,720,19500.000,,1,723.49,644.00,9.17,1.00,644.00,0.42,30.37,30.28,0.42,30.37,30.28,60.000,60.000,61.07,61.07,21850.92,39000.0,60.56,Low Stock,357630.0,0.00
201104DNP,INFINEUM SV261,170 kg drum,170.0,Australia,VIC,21080.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2040.000,0.000,2040.000,2040.000,N1 - Non hazardous/Non dangerous,S,B,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,SG,35.00000,720.00000,30,60,95,35,720,1700.000,,1,489.59,638.68,5.67,0.80,511.69,37.21,0.00,0.00,71.60,0.00,11.71,19040.000,48450.000,83.31,37.21,29570.57,29580.0,57.81,Healthy,167718.6,0.00
201104DNP,INFINEUM SV261,170 kg drum,170.0,Australia,NSW,25160.000,0.000,0.000,0.000,7480.000,0.000,0.000,7480.000,4760.000,0.000,0.000,6120.000,N1 - Non hazardous/Non dangerous,S,B,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,SG,35.00000,720.00000,30,60,95,35,720,1700.000,,1,110.24,638.68,7.37,0.18,115.22,218.36,0.00,64.92,71.60,0.00,11.71,27880.000,48450.000,83.31,283.28,0.00,0.0,0.0,Healthy,0.0,0.00
201104DNP,INFINEUM SV261,170 kg drum,170.0,Australia,QLD,1530.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,N1 - Non hazardous/Non dangerous,"S, U",B,INFINEUM SINGAPORE LLP ,GARY HOLLINGSHED,INFINEUM INTERNATIONAL LTD.,61124 - AU Lubricants & Energy L&E,VIJAYA PAWAR,SG,35.00000,720.00000,30,60,95,35,720,170.000,,1,11.26,638.68,6.85,0.02,11.77,129.99,0.00,0.00,71.60,0.00,11.71,1530.000,48450.000,83.31,129.99,0.00,0.0,0.0,Healthy,0.0,0.00
477425CPR,GUARDMAX Q50,950 KG IBC,950.0,Australia,NSW,3800.000,0.000,0.000,0.000,12350.000,6650.000,0.000,12350.000,1900.000,6650.000,1900.000,8550.000,D1 - Dangerous & hazardous product,S,A,"SHANDONG TAIHE CHEMICALS CO.,LTD. ","SALLAS, FRANK",IMCD AUSTRALIA LIMITED,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,75.00000,730.00000,30,60,135,75,730,950.000,,1,314.74,625.57,2.52,0.41,258.71,7.34,0.00,47.74,66.82,0.00,59.23,7600.000,69350.000,126.05,55.08,15522.60,16150.0,62.43,Healthy,40698.0,0.00
477425CPR,GUARDMAX Q50,950 KG IBC,950.0,Australia,VIC,27550.000,950.000,0.000,0.000,24700.000,1900.000,0.000,24700.000,950.000,1900.000,950.000,2850.000,D1 - Dangerous & hazardous product,S,A,"SHANDONG TAIHE CHEMICALS CO.,LTD. ","SALLAS, FRANK",IMCD AUSTRALIA LIMITED,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,75.00000,730.00000,30,60,135,75,730,950.000,,1,279.05,625.57,2.39,0.37,229.38,111.82,0.00,107.68,66.82,0.00,59.23,48450.000,69350.000,126.05,219.50,0.00,0.0,0.0,Healthy,0.0,0.00
477425CPR,GUARDMAX Q50,950 KG IBC,950.0,Australia,QLD,14250.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11400.000,0.000,10450.000,11400.000,D1 - Dangerous & hazardous product,S,A,"SHANDONG TAIHE CHEMICALS CO.,LTD. ","SALLAS, FRANK",IMCD AUSTRALIA LIMITED,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,75.00000,730.00000,30,60,135,75,730,950.000,,1,150.62,625.57,2.33,0.20,123.81,30.69,0.00,0.00,66.82,0.00,59.23,2850.000,69350.000,126.05,30.69,7428.60,7600.0,61.38,Healthy,17708.0,0.00
477425CPR,GUARDMAX Q50,950 KG IBC,950.0,Australia,WA,10450.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,D1 - Dangerous & hazardous product,S,A,"SHANDONG TAIHE CHEMICALS CO.,LTD. ","SALLAS, FRANK",IMCD AUSTRALIA LIMITED,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,75.00000,730.00000,30,60,135,75,730,0.000,,1,16.63,625.57,2.42,0.02,13.67,764.45,0.00,0.00,66.82,0.00,59.23,10450.000,69350.000,126.05,764.45,0.00,0.0,0.0,Healthy,0.0,0.00
2748200VP,DISSOLVINE E-39,1250 kg IBC,1250.0,Australia,QLD,22500.000,0.000,0.000,45000.000,22500.000,87500.000,0.000,67500.000,0.000,87500.000,0.000,87500.000,D1 - Dangerous & hazardous product,S,M,"NOURYON CHEMICALS(NINGBO)CO.,LTD ",SONYA ATKINSON,NOURYON ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,90.00000,1080.00000,30,60,150,90,1080,5000.000,,1,711.57,622.18,1.26,0.88,548.46,41.02,82.05,41.02,46.21,72.33,36.16,2500.000,5000.000,154.70,164.09,0.00,0.0,0.0,Healthy,0.0,0.00
2748200VP,DISSOLVINE E-39,1250 kg IBC,1250.0,Australia,NSW,3750.000,0.000,0.000,0.000,0.000,3750.000,0.000,0.000,0.000,3750.000,0.000,3750.000,D1 - Dangerous & hazardous product,S,M,"NOURYON CHEMICALS(NINGBO)CO.,LTD ",SONYA ATKINSON,NOURYON ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,90.00000,1080.00000,30,60,150,90,1080,5000.000,,1,95.64,622.18,1.74,0.12,73.72,50.87,0.00,0.00,46.21,72.33,36.16,0.000,5000.000,154.70,50.87,4423.20,5000.0,67.82,Healthy,8700.0,0.00
2748200VP,DISSOLVINE E-39,1250 kg IBC,1250.0,Australia,VIC,2500.000,0.000,0.000,0.000,0.000,2500.000,0.000,0.000,0.000,0.000,0.000,2500.000,D1 - Dangerous & hazardous product,S,M,"NOURYON CHEMICALS(NINGBO)CO.,LTD ",SONYA ATKINSON,NOURYON ,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,90.00000,1080.00000,30,60,150,90,1080,5000.000,,1,0.00,622.18,1.42,0.00,0.00,0.00,0.00,0.00,46.21,72.33,36.16,2500.000,5000.000,154.70,0.00,0.00,0.0,0.0,Healthy,0.0,0.00
477343CRR,AOS LIQUID,1000 KG IBC,1000.0,Australia,NSW,0.000,0.000,0.000,80000.000,0.000,0.000,0.000,80000.000,29000.000,0.000,17000.000,34000.000,D2 - Hazardous but NOT dangerous,S,A,"U YOUNG PHARM CO., LTD ","SALLAS, FRANK","JIANGSU YOUYANG PHARMACEUTICAL CO., LTD",61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,60.00000,365.00000,30,60,120,60,365,6000.000,,1,279.50,616.88,1.50,0.40,246.58,-68.94,324.44,0.00,-22.69,194.53,32.42,51000.000,105000.000,204.26,255.50,0.00,0.0,0.0,Overstock,0.0,61213.49
477343CRR,AOS LIQUID,1000 KG IBC,1000.0,Australia,QLD,0.000,0.000,0.000,20000.000,0.000,0.000,0.000,20000.000,0.000,0.000,0.000,0.000,D2 - Hazardous but NOT dangerous,S,A,"U YOUNG PHARM CO., LTD ","SALLAS, FRANK","JIANGSU YOUYANG PHARMACEUTICAL CO., LTD",61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,60.00000,365.00000,30,60,120,60,365,6000.000,,1,233.39,616.88,1.41,0.33,205.90,0.00,97.13,0.00,-22.69,194.53,32.42,20000.000,105000.000,204.26,97.13,0.00,0.0,0.0,Overstock,0.0,2069.97
477343CRR,AOS LIQUID,1000 KG IBC,1000.0,Australia,VIC,3000.000,0.000,0.000,20000.000,20000.000,4000.000,0.000,40000.000,5000.000,4000.000,0.000,9000.000,D2 - Hazardous but NOT dangerous,S,A,"U YOUNG PHARM CO., LTD ","SALLAS, FRANK","JIANGSU YOUYANG PHARMACEUTICAL CO., LTD",61121 - AU Home Care I&I HC,"MICHALIK, KYAN",CN,60.00000,365.00000,30,60,120,60,365,6000.000,,20000,186.35,616.88,1.36,0.27,164.40,18.25,121.65,121.65,-22.69,194.53,32.42,34000.000,105000.000,204.26,261.55,0.00,0.0,0.0,Overstock,0.0,38355.84
4427190VR,BUTYL CELLOSOLVE (DOW),880 kg IBC,880.0,Australia,VIC,1760.000,0.000,0.000,15840.000,15840.000,4400.000,0.000,31680.000,880.000,4400.000,880.000,5280.000,D2 - Hazardous but NOT dangerous,S,B,DOW CHEMICAL (AUSTRALIA) PTY LTD ,"GIOFTSIDIS, ZAC",DOW INC,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",US,90.00000,730.00000,30,60,150,90,730,880.000,,1,151.42,616.34,2.40,0.34,207.85,4.23,76.21,76.21,4.28,51.40,102.80,28160.000,90640.000,158.48,156.65,0.00,0.0,0.0,Healthy,0.0,0.00
4427190VR,BUTYL CELLOSOLVE (DOW),880 kg IBC,880.0,Australia,WA,0.000,0.000,0.000,15840.000,15840.000,0.000,0.000,31680.000,880.000,0.000,880.000,880.000,D2 - Hazardous but NOT dangerous,S,B,DOW CHEMICAL (AUSTRALIA) PTY LTD ,"GIOFTSIDIS, ZAC",DOW INC,61121 - AU Home Care I&I HC,"MICHALIK, KYAN",US,90.00000,730.00000,30,60,150,90,730,0.000,,1,121.71,616.34,2.55,0.27,167.07,-5.27,94.81,94.81,4.28,51.40,102.80,30800.000,90640.000,158.48,184.35,0.00,0.0,0.0,Healthy,0.0,0.00
